"id";"Name";"Class";"Faction";"src"
47755;"Khadgar's Leggings of Triumph";"Mage";"alliance";47242
47754;"Khadgar's Hood of Triumph";"Mage";"alliance";47242
47753;"Khadgar's Gauntlets of Triumph";"Mage";"alliance";47242
48641;"Turalyon's Breastplate of Triumph";"Paladin";"alliance";47242
48640;"Turalyon's Handguards of Triumph";"Paladin";"alliance";47242
48639;"Turalyon's Faceguard of Triumph";"Paladin";"alliance";47242
48638;"Turalyon's Legguards of Triumph";"Paladin";"alliance";47242
48637;"Turalyon's Shoulderguards of Triumph";"Paladin";"alliance";47242
48611;"Turalyon's Shoulderplates of Triumph";"Paladin";"alliance";47242
48610;"Turalyon's Legplates of Triumph";"Paladin";"alliance";47242
48609;"Turalyon's Helm of Triumph";"Paladin";"alliance";47242
48608;"Turalyon's Gauntlets of Triumph";"Paladin";"alliance";47242
48607;"Turalyon's Battleplate of Triumph";"Paladin";"alliance";47242
48579;"Turalyon's Spaulders of Triumph";"Paladin";"alliance";47242
48578;"Turalyon's Greaves of Triumph";"Paladin";"alliance";47242
48577;"Turalyon's Headpiece of Triumph";"Paladin";"alliance";47242
48576;"Turalyon's Gloves of Triumph";"Paladin";"alliance";47242
48575;"Turalyon's Tunic of Triumph";"Paladin";"alliance";47242
48081;"Velen's Mantle of Triumph";"Priest";"alliance";47242
48080;"Velen's Raiments of Triumph";"Priest";"alliance";47242
48079;"Velen's Pants of Triumph";"Priest";"alliance";47242
48078;"Velen's Circlet of Triumph";"Priest";"alliance";47242
48077;"Velen's Handwraps of Triumph";"Priest";"alliance";47242
47987;"Velen's Shoulderpads of Triumph";"Priest";"alliance";47242
47986;"Velen's Robe of Triumph";"Priest";"alliance";47242
47985;"Velen's Leggings of Triumph";"Priest";"alliance";47242
47984;"Velen's Cowl of Triumph";"Priest";"alliance";47242
47983;"Velen's Gloves of Triumph";"Priest";"alliance";47242
48227;"VanCleef's Pauldrons of Triumph";"Rogue";"alliance";47242
48226;"VanCleef's Legplates of Triumph";"Rogue";"alliance";47242
48225;"VanCleef's Helmet of Triumph";"Rogue";"alliance";47242
48224;"VanCleef's Gauntlets of Triumph";"Rogue";"alliance";47242
48223;"VanCleef's Breastplate of Triumph";"Rogue";"alliance";47242
48350;"Nobundo's Shoulderguards of Triumph";"Shaman";"alliance";47242
48349;"Nobundo's War-Kilt of Triumph";"Shaman";"alliance";47242
48348;"Nobundo's Faceguard of Triumph";"Shaman";"alliance";47242
48347;"Nobundo's Grips of Triumph";"Shaman";"alliance";47242
48346;"Nobundo's Chestguard of Triumph";"Shaman";"alliance";47242
48320;"Nobundo's Shoulderpads of Triumph";"Shaman";"alliance";47242
48319;"Nobundo's Kilt of Triumph";"Shaman";"alliance";47242
48318;"Nobundo's Helm of Triumph";"Shaman";"alliance";47242
48317;"Nobundo's Gloves of Triumph";"Shaman";"alliance";47242
48316;"Nobundo's Hauberk of Triumph";"Shaman";"alliance";47242
48289;"Nobundo's Spaulders of Triumph";"Shaman";"alliance";47242
48288;"Nobundo's Legguards of Triumph";"Shaman";"alliance";47242
48287;"Nobundo's Headpiece of Triumph";"Shaman";"alliance";47242
48286;"Nobundo's Handguards of Triumph";"Shaman";"alliance";47242
48285;"Nobundo's Tunic of Triumph";"Shaman";"alliance";47242
47782;"Kel'Thuzad's Gloves of Triumph";"Warlock";"alliance";47242
47781;"Kel'Thuzad's Shoulderpads of Triumph";"Warlock";"alliance";47242
47780;"Kel'Thuzad's Leggings of Triumph";"Warlock";"alliance";47242
47779;"Kel'Thuzad's Robe of Triumph";"Warlock";"alliance";47242
47778;"Kel'Thuzad's Hood of Triumph";"Warlock";"alliance";47242
48454;"Wrynn's Pauldrons of Triumph";"Warrior";"alliance";47242
48452;"Wrynn's Handguards of Triumph";"Warrior";"alliance";47242
48450;"Wrynn's Breastplate of Triumph";"Warrior";"alliance";47242
48446;"Wrynn's Legguards of Triumph";"Warrior";"alliance";47242
48430;"Wrynn's Greathelm of Triumph";"Warrior";"alliance";47242
48380;"Wrynn's Shoulderplates of Triumph";"Warrior";"alliance";47242
48379;"Wrynn's Legplates of Triumph";"Warrior";"alliance";47242
48378;"Wrynn's Helmet of Triumph";"Warrior";"alliance";47242
48377;"Wrynn's Gauntlets of Triumph";"Warrior";"alliance";47242
48376;"Wrynn's Battleplate of Triumph";"Warrior";"alliance";47242
48557;"Koltira's Chestguard of Triumph";"Death Knight";"horde";47242
48556;"Koltira's Handguards of Triumph";"Death Knight";"horde";47242
48555;"Koltira's Faceguard of Triumph";"Death Knight";"horde";47242
48554;"Koltira's Legguards of Triumph";"Death Knight";"horde";47242
48553;"Koltira's Pauldrons of Triumph";"Death Knight";"horde";47242
48500;"Koltira's Battleplate of Triumph";"Death Knight";"horde";47242
48499;"Koltira's Gauntlets of Triumph";"Death Knight";"horde";47242
48498;"Koltira's Helmet of Triumph";"Death Knight";"horde";47242
48497;"Koltira's Legplates of Triumph";"Death Knight";"horde";47242
48496;"Koltira's Shoulderplates of Triumph";"Death Knight";"horde";47242
48197;"Runetotem's Shoulderpads of Triumph";"Druid";"horde";47242
48196;"Runetotem's Raiments of Triumph";"Druid";"horde";47242
48195;"Runetotem's Legguards of Triumph";"Druid";"horde";47242
48194;"Runetotem's Headguard of Triumph";"Druid";"horde";47242
48193;"Runetotem's Handgrips of Triumph";"Druid";"horde";47242
48182;"Runetotem's Gloves of Triumph";"Druid";"horde";47242
48181;"Runetotem's Cover of Triumph";"Druid";"horde";47242
48180;"Runetotem's Trousers of Triumph";"Druid";"horde";47242
48179;"Runetotem's Vestments of Triumph";"Druid";"horde";47242
48178;"Runetotem's Mantle of Triumph";"Druid";"horde";47242
48152;"Runetotem's Handguards of Triumph";"Druid";"horde";47242
48151;"Runetotem's Headpiece of Triumph";"Druid";"horde";47242
48150;"Runetotem's Leggings of Triumph";"Druid";"horde";47242
48149;"Runetotem's Robe of Triumph";"Druid";"horde";47242
48148;"Runetotem's Spaulders of Triumph";"Druid";"horde";47242
48274;"Windrunner's Tunic of Triumph";"Hunter";"horde";47242
48273;"Windrunner's Handguards of Triumph";"Hunter";"horde";47242
48272;"Windrunner's Headpiece of Triumph";"Hunter";"horde";47242
48271;"Windrunner's Legguards of Triumph";"Hunter";"horde";47242
48270;"Windrunner's Spaulders of Triumph";"Hunter";"horde";47242
47772;"Sunstrider's Gauntlets of Triumph";"Mage";"horde";47242
47771;"Sunstrider's Hood of Triumph";"Mage";"horde";47242
47770;"Sunstrider's Leggings of Triumph";"Mage";"horde";47242
47769;"Sunstrider's Robe of Triumph";"Mage";"horde";47242
47768;"Sunstrider's Shoulderpads of Triumph";"Mage";"horde";47242
48661;"Liadrin's Shoulderguards of Triumph";"Paladin";"horde";47242
48660;"Liadrin's Legguards of Triumph";"Paladin";"horde";47242
48659;"Liadrin's Faceguard of Triumph";"Paladin";"horde";47242
48658;"Liadrin's Handguards of Triumph";"Paladin";"horde";47242
48657;"Liadrin's Breastplate of Triumph";"Paladin";"horde";47242
48626;"Liadrin's Battleplate of Triumph";"Paladin";"horde";47242
48625;"Liadrin's Gauntlets of Triumph";"Paladin";"horde";47242
48624;"Liadrin's Helm of Triumph";"Paladin";"horde";47242
48623;"Liadrin's Legplates of Triumph";"Paladin";"horde";47242
48622;"Liadrin's Shoulderplates of Triumph";"Paladin";"horde";47242
48594;"Liadrin's Tunic of Triumph";"Paladin";"horde";47242
48593;"Liadrin's Gloves of Triumph";"Paladin";"horde";47242
48592;"Liadrin's Headpiece of Triumph";"Paladin";"horde";47242
48591;"Liadrin's Greaves of Triumph";"Paladin";"horde";47242
48590;"Liadrin's Spaulders of Triumph";"Paladin";"horde";47242
48096;"Zabra's Handwraps of Triumph";"Priest";"horde";47242
48095;"Zabra's Circlet of Triumph";"Priest";"horde";47242
48094;"Zabra's Pants of Triumph";"Priest";"horde";47242
48093;"Zabra's Raiments of Triumph";"Priest";"horde";47242
48092;"Zabra's Mantle of Triumph";"Priest";"horde";47242
48066;"Zabra's Gloves of Triumph";"Priest";"horde";47242
48065;"Zabra's Cowl of Triumph";"Priest";"horde";47242
48064;"Zabra's Leggings of Triumph";"Priest";"horde";47242
48063;"Zabra's Robe of Triumph";"Priest";"horde";47242
48062;"Zabra's Shoulderpads of Triumph";"Priest";"horde";47242
48242;"Garona's Breastplate of Triumph";"Rogue";"horde";47242
48241;"Garona's Gauntlets of Triumph";"Rogue";"horde";47242
48240;"Garona's Helmet of Triumph";"Rogue";"horde";47242
48239;"Garona's Legplates of Triumph";"Rogue";"horde";47242
48238;"Garona's Pauldrons of Triumph";"Rogue";"horde";47242
48365;"Thrall's Chestguard of Triumph";"Shaman";"horde";47242
48364;"Thrall's Grips of Triumph";"Shaman";"horde";47242
48363;"Thrall's Faceguard of Triumph";"Shaman";"horde";47242
48362;"Thrall's War-Kilt of Triumph";"Shaman";"horde";47242
48361;"Thrall's Shoulderguards of Triumph";"Shaman";"horde";47242
48335;"Thrall's Hauberk of Triumph";"Shaman";"horde";47242
48334;"Thrall's Gloves of Triumph";"Shaman";"horde";47242
48333;"Thrall's Helm of Triumph";"Shaman";"horde";47242
48332;"Thrall's Kilt of Triumph";"Shaman";"horde";47242
48331;"Thrall's Shoulderpads of Triumph";"Shaman";"horde";47242
48304;"Thrall's Spaulders of Triumph";"Shaman";"horde";47242
48303;"Thrall's Legguards of Triumph";"Shaman";"horde";47242
48302;"Thrall's Headpiece of Triumph";"Shaman";"horde";47242
48301;"Thrall's Handguards of Triumph";"Shaman";"horde";47242
48300;"Thrall's Tunic of Triumph";"Shaman";"horde";47242
47807;"Gul'dan's Shoulderpads of Triumph";"Warlock";"horde";47242
47806;"Gul'dan's Robe of Triumph";"Warlock";"horde";47242
47805;"Gul'dan's Leggings of Triumph";"Warlock";"horde";47242
47804;"Gul'dan's Hood of Triumph";"Warlock";"horde";47242
47803;"Gul'dan's Gloves of Triumph";"Warlock";"horde";47242
48465;"Hellscream's Pauldrons of Triumph";"Warrior";"horde";47242
48464;"Hellscream's Legguards of Triumph";"Warrior";"horde";47242
48463;"Hellscream's Greathelm of Triumph";"Warrior";"horde";47242
48462;"Hellscream's Handguards of Triumph";"Warrior";"horde";47242
48461;"Hellscream's Breastplate of Triumph";"Warrior";"horde";47242
48395;"Hellscream's Shoulderplates of Triumph";"Warrior";"horde";47242
48394;"Hellscream's Legplates of Triumph";"Warrior";"horde";47242
48393;"Hellscream's Helmet of Triumph";"Warrior";"horde";47242
48392;"Hellscream's Gauntlets of Triumph";"Warrior";"horde";47242
48391;"Hellscream's Battleplate of Triumph";"Warrior";"horde";47242
45344;"Valorous Darkruned Shoulderplates";"Death Knight";"both";45661
45339;"Valorous Darkruned Pauldrons";"Death Knight";"both";45661
45359;"Valorous Nightsong Shoulderpads";"Druid";"both";45661
45352;"Valorous Nightsong Mantle";"Druid";"both";45661
45349;"Valorous Nightsong Spaulders";"Druid";"both";45661
45369;"Valorous Kirin Tor Shoulderpads";"Mage";"both";45661
45400;"Valorous Terrorblade Pauldrons";"Rogue";"both";45661
45363;"Valorous Scourgestalker Spaulders";"Hunter";"both";45660
45415;"Valorous Worldbreaker Shoulderguards";"Shaman";"both";45660
45410;"Valorous Worldbreaker Shoulderpads";"Shaman";"both";45660
45404;"Valorous Worldbreaker Spaulders";"Shaman";"both";45660
45433;"Valorous Siegebreaker Shoulderplates";"Warrior";"both";45660
45428;"Valorous Siegebreaker Pauldrons";"Warrior";"both";45660
45385;"Valorous Aegis Shoulderguards";"Paladin";"both";45659
45380;"Valorous Aegis Shoulderplates";"Paladin";"both";45659
45373;"Valorous Aegis Spaulders";"Paladin";"both";45659
45393;"Valorous Mantle of Sanctification";"Priest";"both";45659
45390;"Valorous Shoulderpads of Sanctification";"Priest";"both";45659
45422;"Valorous Deathbringer Shoulderpads";"Warlock";"both";45659
46122;"Conqueror's Darkruned Pauldrons";"Death Knight";"both";45658
46117;"Conqueror's Darkruned Shoulderplates";"Death Knight";"both";45658
46196;"Conqueror's Nightsong Mantle";"Druid";"both";45658
46187;"Conqueror's Nightsong Spaulders";"Druid";"both";45658
46157;"Conqueror's Nightsong Shoulderpads";"Druid";"both";45658
46134;"Conqueror's Kirin Tor Shoulderpads";"Mage";"both";45658
46127;"Conqueror's Terrorblade Pauldrons";"Rogue";"both";45658
46145;"Conqueror's Scourgestalker Spaulders";"Hunter";"both";45657
46211;"Conqueror's Worldbreaker Shoulderpads";"Shaman";"both";45657
46204;"Conqueror's Worldbreaker Spaulders";"Shaman";"both";45657
46203;"Conqueror's Worldbreaker Shoulderguards";"Shaman";"both";45657
46167;"Conqueror's Siegebreaker Pauldrons";"Warrior";"both";45657
46149;"Conqueror's Siegebreaker Shoulderplates";"Warrior";"both";45657
46182;"Conqueror's Aegis Spaulders";"Paladin";"both";45656
46177;"Conqueror's Aegis Shoulderguards";"Paladin";"both";45656
46152;"Conqueror's Aegis Shoulderplates";"Paladin";"both";45656
46190;"Conqueror's Shoulderpads of Sanctification";"Priest";"both";45656
46165;"Conqueror's Mantle of Sanctification";"Priest";"both";45656
46136;"Conqueror's Deathbringer Shoulderpads";"Warlock";"both";45656
46121;"Conqueror's Darkruned Legguards";"Death Knight";"both";45655
46116;"Conqueror's Darkruned Legplates";"Death Knight";"both";45655
46192;"Conqueror's Nightsong Trousers";"Druid";"both";45655
46185;"Conqueror's Nightsong Leggings";"Druid";"both";45655
46160;"Conqueror's Nightsong Legguards";"Druid";"both";45655
46133;"Conqueror's Kirin Tor Leggings";"Mage";"both";45655
46126;"Conqueror's Terrorblade Legplates";"Rogue";"both";45655
46144;"Conqueror's Scourgestalker Legguards";"Hunter";"both";45654
46210;"Conqueror's Worldbreaker Kilt";"Shaman";"both";45654
46208;"Conqueror's Worldbreaker War-Kilt";"Shaman";"both";45654
46202;"Conqueror's Worldbreaker Legguards";"Shaman";"both";45654
46169;"Conqueror's Siegebreaker Legguards";"Warrior";"both";45654
46150;"Conqueror's Siegebreaker Legplates";"Warrior";"both";45654
46181;"Conqueror's Aegis Greaves";"Paladin";"both";45653
46176;"Conqueror's Aegis Legguards";"Paladin";"both";45653
46153;"Conqueror's Aegis Legplates";"Paladin";"both";45653
46195;"Conqueror's Leggings of Sanctification";"Priest";"both";45653
46170;"Conqueror's Pants of Sanctification";"Priest";"both";45653
46139;"Conqueror's Deathbringer Leggings";"Warlock";"both";45653
45343;"Valorous Darkruned Legplates";"Death Knight";"both";45652
45338;"Valorous Darkruned Legguards";"Death Knight";"both";45652
45357;"Valorous Nightsong Legguards";"Druid";"both";45652
45353;"Valorous Nightsong Trousers";"Druid";"both";45652
45347;"Valorous Nightsong Leggings";"Druid";"both";45652
45367;"Valorous Kirin Tor Leggings";"Mage";"both";45652
45399;"Valorous Terrorblade Legplates";"Rogue";"both";45652
45362;"Valorous Scourgestalker Legguards";"Hunter";"both";45651
45416;"Valorous Worldbreaker War-Kilt";"Shaman";"both";45651
45409;"Valorous Worldbreaker Kilt";"Shaman";"both";45651
45403;"Valorous Worldbreaker Legguards";"Shaman";"both";45651
45432;"Valorous Siegebreaker Legplates";"Warrior";"both";45651
45427;"Valorous Siegebreaker Legguards";"Warrior";"both";45651
45384;"Valorous Aegis Legguards";"Paladin";"both";45650
45379;"Valorous Aegis Legplates";"Paladin";"both";45650
45371;"Valorous Aegis Greaves";"Paladin";"both";45650
45394;"Valorous Pants of Sanctification";"Priest";"both";45650
45388;"Valorous Leggings of Sanctification";"Priest";"both";45650
45420;"Valorous Deathbringer Leggings";"Warlock";"both";45650
45342;"Valorous Darkruned Helmet";"Death Knight";"both";45649
45336;"Valorous Darkruned Faceguard";"Death Knight";"both";45649
46313;"Valorous Nightsong Cover";"Druid";"both";45649
45356;"Valorous Nightsong Headguard";"Druid";"both";45649
45346;"Valorous Nightsong Headpiece";"Druid";"both";45649
45365;"Valorous Kirin Tor Hood";"Mage";"both";45649
45398;"Valorous Terrorblade Helmet";"Rogue";"both";45649
45361;"Valorous Scourgestalker Headpiece";"Hunter";"both";45648
45412;"Valorous Worldbreaker Faceguard";"Shaman";"both";45648
45408;"Valorous Worldbreaker Helm";"Shaman";"both";45648
45402;"Valorous Worldbreaker Headpiece";"Shaman";"both";45648
45431;"Valorous Siegebreaker Helmet";"Warrior";"both";45648
45425;"Valorous Siegebreaker Greathelm";"Warrior";"both";45648
45382;"Valorous Aegis Faceguard";"Paladin";"both";45647
45377;"Valorous Aegis Helm";"Paladin";"both";45647
45372;"Valorous Aegis Headpiece";"Paladin";"both";45647
45391;"Valorous Circlet of Sanctification";"Priest";"both";45647
45386;"Valorous Cowl of Sanctification";"Priest";"both";45647
45417;"Valorous Deathbringer Hood";"Warlock";"both";45647
45341;"Valorous Darkruned Gauntlets";"Death Knight";"both";45646
45337;"Valorous Darkruned Handguards";"Death Knight";"both";45646
45355;"Valorous Nightsong Handgrips";"Druid";"both";45646
45351;"Valorous Nightsong Gloves";"Druid";"both";45646
45345;"Valorous Nightsong Handguards";"Druid";"both";45646
46131;"Valorous Kirin Tor Gauntlets";"Mage";"both";45646
45397;"Valorous Terrorblade Gauntlets";"Rogue";"both";45646
45360;"Valorous Scourgestalker Handguards";"Hunter";"both";45645
45414;"Valorous Worldbreaker Grips";"Shaman";"both";45645
45406;"Valorous Worldbreaker Gloves";"Shaman";"both";45645
45401;"Valorous Worldbreaker Handguards";"Shaman";"both";45645
45430;"Valorous Siegebreaker Gauntlets";"Warrior";"both";45645
45426;"Valorous Siegebreaker Handguards";"Warrior";"both";45645
45383;"Valorous Aegis Handguards";"Paladin";"both";45644
45376;"Valorous Aegis Gauntlets";"Paladin";"both";45644
45370;"Valorous Aegis Gloves";"Paladin";"both";45644
45392;"Valorous Handwraps of Sanctification";"Priest";"both";45644
45387;"Valorous Gloves of Sanctification";"Priest";"both";45644
45419;"Valorous Deathbringer Gloves";"Warlock";"both";45644
46119;"Conqueror's Darkruned Handguards";"Death Knight";"both";45643
46113;"Conqueror's Darkruned Gauntlets";"Death Knight";"both";45643
46189;"Conqueror's Nightsong Gloves";"Druid";"both";45643
46183;"Conqueror's Nightsong Handguards";"Druid";"both";45643
46158;"Conqueror's Nightsong Handgrips";"Druid";"both";45643
46132;"Conqueror's Kirin Tor Gauntlets";"Mage";"both";45643
46124;"Conqueror's Terrorblade Gauntlets";"Rogue";"both";45643
46142;"Conqueror's Scourgestalker Handguards";"Hunter";"both";45642
46207;"Conqueror's Worldbreaker Gloves";"Shaman";"both";45642
46200;"Conqueror's Worldbreaker Grips";"Shaman";"both";45642
46199;"Conqueror's Worldbreaker Handguards";"Shaman";"both";45642
46164;"Conqueror's Siegebreaker Handguards";"Warrior";"both";45642
46148;"Conqueror's Siegebreaker Gauntlets";"Warrior";"both";45642
46179;"Conqueror's Aegis Gloves";"Paladin";"both";45641
46174;"Conqueror's Aegis Handguards";"Paladin";"both";45641
46155;"Conqueror's Aegis Gauntlets";"Paladin";"both";45641
46188;"Conqueror's Gloves of Sanctification";"Priest";"both";45641
46163;"Conqueror's Handwraps of Sanctification";"Priest";"both";45641
46135;"Conqueror's Deathbringer Gloves";"Warlock";"both";45641
46120;"Conqueror's Darkruned Faceguard";"Death Knight";"both";45640
46115;"Conqueror's Darkruned Helmet";"Death Knight";"both";45640
46191;"Conqueror's Nightsong Cover";"Druid";"both";45640
46184;"Conqueror's Nightsong Headpiece";"Druid";"both";45640
46161;"Conqueror's Nightsong Headguard";"Druid";"both";45640
46129;"Conqueror's Kirin Tor Hood";"Mage";"both";45640
46125;"Conqueror's Terrorblade Helmet";"Rogue";"both";45640
46143;"Conqueror's Scourgestalker Headpiece";"Hunter";"both";45639
46212;"Conqueror's Worldbreaker Faceguard";"Shaman";"both";45639
46209;"Conqueror's Worldbreaker Helm";"Shaman";"both";45639
46201;"Conqueror's Worldbreaker Headpiece";"Shaman";"both";45639
46166;"Conqueror's Siegebreaker Greathelm";"Warrior";"both";45639
46151;"Conqueror's Siegebreaker Helmet";"Warrior";"both";45639
46180;"Conqueror's Aegis Headpiece";"Paladin";"both";45638
46175;"Conqueror's Aegis Faceguard";"Paladin";"both";45638
46156;"Conqueror's Aegis Helm";"Paladin";"both";45638
46197;"Conqueror's Cowl of Sanctification";"Priest";"both";45638
46172;"Conqueror's Circlet of Sanctification";"Priest";"both";45638
46140;"Conqueror's Deathbringer Hood";"Warlock";"both";45638
45340;"Valorous Darkruned Battleplate";"Death Knight";"both";45637
45335;"Valorous Darkruned Chestguard";"Death Knight";"both";45637
45358;"Valorous Nightsong Raiments";"Druid";"both";45637
45354;"Valorous Nightsong Vestments";"Druid";"both";45637
45348;"Valorous Nightsong Robe";"Druid";"both";45637
45368;"Valorous Kirin Tor Tunic";"Mage";"both";45637
45396;"Valorous Terrorblade Breastplate";"Rogue";"both";45637
45364;"Valorous Scourgestalker Tunic";"Hunter";"both";45636
45413;"Valorous Worldbreaker Chestguard";"Shaman";"both";45636
45411;"Valorous Worldbreaker Hauberk";"Shaman";"both";45636
45405;"Valorous Worldbreaker Tunic";"Shaman";"both";45636
45429;"Valorous Siegebreaker Battleplate";"Warrior";"both";45636
45424;"Valorous Siegebreaker Breastplate";"Warrior";"both";45636
45381;"Valorous Aegis Breastplate";"Paladin";"both";45635
45375;"Valorous Aegis Battleplate";"Paladin";"both";45635
45374;"Valorous Aegis Tunic";"Paladin";"both";45635
45395;"Valorous Raiments of Sanctification";"Priest";"both";45635
45389;"Valorous Robe of Sanctification";"Priest";"both";45635
45421;"Valorous Deathbringer Robe";"Warlock";"both";45635
46118;"Conqueror's Darkruned Chestguard";"Death Knight";"both";45634
46111;"Conqueror's Darkruned Battleplate";"Death Knight";"both";45634
46194;"Conqueror's Nightsong Vestments";"Druid";"both";45634
46186;"Conqueror's Nightsong Robe";"Druid";"both";45634
46159;"Conqueror's Nightsong Raiments";"Druid";"both";45634
46130;"Conqueror's Kirin Tor Tunic";"Mage";"both";45634
46123;"Conqueror's Terrorblade Breastplate";"Rogue";"both";45634
46141;"Conqueror's Scourgestalker Tunic";"Hunter";"both";45633
46206;"Conqueror's Worldbreaker Hauberk";"Shaman";"both";45633
46205;"Conqueror's Worldbreaker Chestguard";"Shaman";"both";45633
46198;"Conqueror's Worldbreaker Tunic";"Shaman";"both";45633
46162;"Conqueror's Siegebreaker Breastplate";"Warrior";"both";45633
46146;"Conqueror's Siegebreaker Battleplate";"Warrior";"both";45633
46178;"Conqueror's Aegis Tunic";"Paladin";"both";45632
46173;"Conqueror's Aegis Breastplate";"Paladin";"both";45632
46154;"Conqueror's Aegis Battleplate";"Paladin";"both";45632
46193;"Conqueror's Robe of Sanctification";"Priest";"both";45632
46168;"Conqueror's Raiments of Sanctification";"Priest";"both";45632
46137;"Conqueror's Deathbringer Robe";"Warlock";"both";45632
40568;"Valorous Scourgeborne Pauldrons";"Death Knight";"both";40639
40557;"Valorous Scourgeborne Shoulderplates";"Death Knight";"both";40639
40494;"Valorous Dreamwalker Shoulderpads";"Druid";"both";40639
40470;"Valorous Dreamwalker Mantle";"Druid";"both";40639
40465;"Valorous Dreamwalker Spaulders";"Druid";"both";40639
40419;"Valorous Frostfire Shoulderpads";"Mage";"both";40639
40502;"Valorous Bonescythe Pauldrons";"Rogue";"both";40639
40507;"Valorous Cryptstalker Spaulders";"Hunter";"both";40638
40524;"Valorous Earthshatter Shoulderguards";"Shaman";"both";40638
40518;"Valorous Earthshatter Shoulderpads";"Shaman";"both";40638
40513;"Valorous Earthshatter Spaulders";"Shaman";"both";40638
40548;"Valorous Dreadnaught Pauldrons";"Warrior";"both";40638
40530;"Valorous Dreadnaught Shoulderplates";"Warrior";"both";40638
40584;"Valorous Redemption Shoulderguards";"Paladin";"both";40637
40578;"Valorous Redemption Shoulderplates";"Paladin";"both";40637
40573;"Valorous Redemption Spaulders";"Paladin";"both";40637
40459;"Valorous Mantle of Faith";"Priest";"both";40637
40450;"Valorous Shoulderpads of Faith";"Priest";"both";40637
40424;"Valorous Plagueheart Shoulderpads";"Warlock";"both";40637
40567;"Valorous Scourgeborne Legguards";"Death Knight";"both";40636
40556;"Valorous Scourgeborne Legplates";"Death Knight";"both";40636
40493;"Valorous Dreamwalker Legguards";"Druid";"both";40636
40468;"Valorous Dreamwalker Trousers";"Druid";"both";40636
40462;"Valorous Dreamwalker Leggings";"Druid";"both";40636
40417;"Valorous Frostfire Leggings";"Mage";"both";40636
40500;"Valorous Bonescythe Legplates";"Rogue";"both";40636
40506;"Valorous Cryptstalker Legguards";"Hunter";"both";40635
40522;"Valorous Earthshatter War-Kilt";"Shaman";"both";40635
40517;"Valorous Earthshatter Kilt";"Shaman";"both";40635
40512;"Valorous Earthshatter Legguards";"Shaman";"both";40635
40547;"Valorous Dreadnaught Legguards";"Warrior";"both";40635
40529;"Valorous Dreadnaught Legplates";"Warrior";"both";40635
40583;"Valorous Redemption Legguards";"Paladin";"both";40634
40577;"Valorous Redemption Legplates";"Paladin";"both";40634
40572;"Valorous Redemption Greaves";"Paladin";"both";40634
40457;"Valorous Pants of Faith";"Priest";"both";40634
40448;"Valorous Leggings of Faith";"Priest";"both";40634
40422;"Valorous Plagueheart Leggings";"Warlock";"both";40634
40565;"Valorous Scourgeborne Faceguard";"Death Knight";"both";40633
40554;"Valorous Scourgeborne Helmet";"Death Knight";"both";40633
40473;"Valorous Dreamwalker Headguard";"Druid";"both";40633
40467;"Valorous Dreamwalker Cover";"Druid";"both";40633
40461;"Valorous Dreamwalker Headpiece";"Druid";"both";40633
40416;"Valorous Frostfire Circlet";"Mage";"both";40633
40499;"Valorous Bonescythe Helmet";"Rogue";"both";40633
40505;"Valorous Cryptstalker Headpiece";"Hunter";"both";40632
40521;"Valorous Earthshatter Faceguard";"Shaman";"both";40632
40516;"Valorous Earthshatter Helm";"Shaman";"both";40632
40510;"Valorous Earthshatter Headpiece";"Shaman";"both";40632
40546;"Valorous Dreadnaught Greathelm";"Warrior";"both";40632
40528;"Valorous Dreadnaught Helmet";"Warrior";"both";40632
40581;"Valorous Redemption Faceguard";"Paladin";"both";40631
40576;"Valorous Redemption Helm";"Paladin";"both";40631
40571;"Valorous Redemption Headpiece";"Paladin";"both";40631
40456;"Valorous Circlet of Faith";"Priest";"both";40631
40447;"Valorous Crown of Faith";"Priest";"both";40631
40421;"Valorous Plagueheart Circlet";"Warlock";"both";40631
40563;"Valorous Scourgeborne Handguards";"Death Knight";"both";40630
40552;"Valorous Scourgeborne Gauntlets";"Death Knight";"both";40630
40472;"Valorous Dreamwalker Handgrips";"Druid";"both";40630
40466;"Valorous Dreamwalker Gloves";"Druid";"both";40630
40460;"Valorous Dreamwalker Handguards";"Druid";"both";40630
40415;"Valorous Frostfire Gloves";"Mage";"both";40630
40496;"Valorous Bonescythe Gauntlets";"Rogue";"both";40630
40504;"Valorous Cryptstalker Handguards";"Hunter";"both";40629
40520;"Valorous Earthshatter Grips";"Shaman";"both";40629
40515;"Valorous Earthshatter Gloves";"Shaman";"both";40629
40509;"Valorous Earthshatter Handguards";"Shaman";"both";40629
40545;"Valorous Dreadnaught Handguards";"Warrior";"both";40629
40527;"Valorous Dreadnaught Gauntlets";"Warrior";"both";40629
40580;"Valorous Redemption Handguards";"Paladin";"both";40628
40575;"Valorous Redemption Gauntlets";"Paladin";"both";40628
40570;"Valorous Redemption Gloves";"Paladin";"both";40628
40454;"Valorous Handwraps of Faith";"Priest";"both";40628
40445;"Valorous Gloves of Faith";"Priest";"both";40628
40420;"Valorous Plagueheart Gloves";"Warlock";"both";40628
40559;"Valorous Scourgeborne Chestguard";"Death Knight";"both";40627
40550;"Valorous Scourgeborne Battleplate";"Death Knight";"both";40627
40471;"Valorous Dreamwalker Raiments";"Druid";"both";40627
40469;"Valorous Dreamwalker Vestments";"Druid";"both";40627
40463;"Valorous Dreamwalker Robe";"Druid";"both";40627
